,Precision,Recall,F1-Score,Support
MICRO AVG,0.12850039256739074,0.11752034466251796,0.12276534566820853,4178
MACRO AVG,0.13925510296862098,0.1580163892450789,0.1293827615418343,4178
WEIGHTED AVG,0.15349313571338713,0.11752034466251796,0.1280691236997485,4178
