,Precision,Recall,F1-Score,Support
MICRO AVG,0.13055403181568842,0.11393011010052657,0.12167689161554192,4178
MACRO AVG,0.12471362887044063,0.1468508647367015,0.11805877827172631,4178
WEIGHTED AVG,0.14364466033604995,0.11393011010052657,0.12246880384737037,4178
