bundle,graph_similarity_score
bundle_001,42.443103236334146
bundle_003,31.606265682585896
bundle_004,44.08498391410969
bundle_005,56.88160139988169
bundle_007,42.579626700934654
bundle_008,36.67097316407351
bundle_009,40.70233228481022
bundle_010,50.08335172600036
bundle_011,45.709058192082736
bundle_013,36.56383220447065
bundle_014,43.14350343826715
bundle_015,32.60201221181841
bundle_016,33.896449319307
bundle_017,46.17385977407137
bundle_019,34.936184646236384
bundle_020,48.87818350213758
