bundle,graph_similarity_score
bundle_001,40.94427722786555
bundle_003,40.800527142655916
bundle_004,42.53053669869642
bundle_005,57.00400067983373
bundle_007,40.2513295035383
bundle_008,36.71629535325854
bundle_009,40.758063183615434
bundle_010,52.50927937421844
bundle_011,47.04838088853104
bundle_013,31.346329382944262
bundle_014,42.98720478139688
bundle_015,32.53649161051308
bundle_016,35.58578296627017
bundle_017,46.11231949324787
bundle_019,35.186442295623124
bundle_020,48.86486068463849
