,Precision,Recall,F1-Score,Support
MICRO AVG,0.12885154061624648,0.11814148961008639,0.12326431181485992,4283
MACRO AVG,0.13801700115291676,0.15759084265107476,0.1289024314989924,4283
WEIGHTED AVG,0.1517020779013778,0.11814148961008639,0.12757228987827118,4283
