bundle,graph_similarity_score
bundle_001,45.85495067141239
bundle_003,40.37973535552356
bundle_004,33.78018936475593
bundle_005,54.005467382386016
bundle_007,39.792932298312316
bundle_010,52.975808306049395
bundle_011,50.91031965535204
bundle_013,31.46248168744748
bundle_014,43.49504263891909
bundle_015,33.681408901722016
bundle_017,45.22549451356985
bundle_018,43.95453617587602
bundle_019,32.802296880932914
bundle_020,40.84570265954995
