,Precision,Recall,F1-Score,Support
MICRO AVG,0.22033898305084745,0.11335711454617518,0.14969903166710286,2523
MACRO AVG,0.13626575732740115,0.15279251009093234,0.13301698200748263,2523
WEIGHTED AVG,0.16448112424044803,0.11335711454617518,0.12841030666124156,2523
