bundle,graph_similarity_score
bundle_001,46.129809901487924
bundle_003,40.473738793306424
bundle_005,54.20322434605038
bundle_007,47.47389849645567
bundle_010,52.74633703949668
bundle_011,50.051798305303706
bundle_013,37.09069858592036
bundle_014,43.83525846545276
bundle_015,36.044623991136795
bundle_017,40.69489482590888
bundle_018,43.95453617587602
bundle_019,34.40629920611958
bundle_020,36.96140407696093
