,Precision,Recall,F1-Score,Support
MICRO AVG,0.18882466281310212,0.11904761904761904,0.14602890776337357,4116
MACRO AVG,0.13303858630122162,0.1635151280225634,0.13154875880440245,4116
WEIGHTED AVG,0.16150563549430255,0.11904761904761904,0.1314075515222906,4116
