bundle,graph_similarity_score
bundle_001,33.179036893842294
bundle_003,38.199036664409796
bundle_004,19.07500296471846
bundle_005,53.27664387992267
bundle_007,33.833229157299016
bundle_010,52.75780086446071
bundle_011,49.17133749501187
bundle_013,37.338248147662775
bundle_014,38.620170213493395
bundle_015,22.310881305130717
bundle_016,19.79764170019466
bundle_017,40.54346531937325
bundle_018,42.03594160103026
bundle_019,31.341467940081273
bundle_020,36.77846812451482
