,Precision,Recall,F1-Score,Support
MICRO AVG,0.17537826685006877,0.07015130674002751,0.10021615248575358,3635
MACRO AVG,0.0938415228796734,0.1217006903481716,0.09454878475386833,3635
WEIGHTED AVG,0.11309421932525544,0.07015130674002751,0.08245588147758907,3635
