,Precision,Recall,F1-Score,Support
MICRO AVG,0.1301892120869811,0.11817482696744425,0.12389142703574309,3901
MACRO AVG,0.13307043198347546,0.15404764030660859,0.12196224159033323,3901
WEIGHTED AVG,0.1516506133298929,0.11817482696744425,0.12748872540459352,3901
